disorder_id	disorder_name	description
105250	"AMYLOIDOSIS, PRIMARY LOCALIZED CUTANEOUS, 1; PLCA1"	"AMYLOIDOSIS, PRIMARY CUTANEOUS, 1; PCA1;; PCA;; LICHEN AMYLOIDOSIS, FAMILIAL;; AMYLOIDOSIS IX;; AMYLOIDOSIS, FAMILIAL CUTANEOUS LICHEN"
105300	AMYOTROPHIC DYSTONIC PARAPLEGIA	
105400	AMYOTROPHIC LATERAL SCLEROSIS 1; ALS1	"AMYOTROPHIC LATERAL SCLEROSIS 1, FAMILIAL; FALS;; AMYOTROPHIC LATERAL SCLEROSIS 1, AUTOSOMAL DOMINANT"
105500	AMYOTROPHIC LATERAL SCLEROSIS-PARKINSONISM/DEMENTIA COMPLEX 1	AMYOTROPHIC LATERAL SCLEROSIS-PARKINSONISM/DEMENTIA COMPLEX OF GUAM;; GUAM DISEASE;; ALS-PDC
105550	FRONTOTEMPORAL DEMENTIA AND/OR AMYOTROPHIC LATERAL SCLEROSIS 1; FTDALS1	FRONTOTEMPORAL DEMENTIA AND/OR AMYOTROPHIC LATERAL SCLEROSIS; FTDALS;; FRONTOTEMPORAL DEMENTIA AND/OR MOTOR NEURON DISEASE; FTDMND;; AMYOTROPHIC LATERAL SCLEROSIS AND/OR FRONTOTEMPORAL DEMENTIA; ALSFTD
105563	ANAL SPHINCTER DYSPLASIA; ASDP	
105565	"ANAL SPHINCTER MYOPATHY, INTERNAL"	PROCTALGIA FUGAX DUE TO ANAL SPHINCTER MYOPATHY
105570	"ANDROSTENONE, ABILITY TO SMELL"	
105580	ANAL CANAL CARCINOMA	
105590	ANAPLASTIC LYMPHOMA KINASE; ALK	
105600	"ANEMIA, CONGENITAL DYSERYTHROPOIETIC, TYPE III; CDAN3"	"DYSERYTHROPOIETIC ANEMIA, CONGENITAL, TYPE III;; CDA III;; ANEMIA WITH MULTINUCLEATED ERYTHROBLASTS;; ERYTHRORETICULOSIS, HEREDITARY BENIGN"
105650	DIAMOND-BLACKFAN ANEMIA 1; DBA1	"DBA;; BLACKFAN-DIAMOND SYNDROME; BDS;; ANEMIA, CONGENITAL HYPOPLASTIC, OF BLACKFAN AND DIAMOND;; ANEMIA, CONGENITAL ERYTHROID HYPOPLASTIC;; RED CELL APLASIA, PURE, HEREDITARY;; AREGENERATIVE ANEMIA, CHRONIC CONGENITAL;; ERYTHROGENESIS IMPERFECTA;; AASE-SMITH SYNDROME II;; AASE SYNDROME"
105800	"ANEURYSM, INTRACRANIAL BERRY, 1; ANIB1"	"ANEURYSMAL SUBARACHNOID HEMORRHAGE, FAMILIAL"
105805	ANEURYSM OF INTERVENTRICULAR SEPTUM	
105830	ANGELMAN SYNDROME; AS	"HAPPY PUPPET SYNDROME, FORMERLY"
105835	ANGEL-SHAPED PHALANGOEPIPHYSEAL DYSPLASIA; ASPED	
105850	ANGIOGENIN; ANG	"RIBONUCLEASE A FAMILY, 5; RNASE5"
106050	"ANGIOMA SERPIGINOSUM, AUTOSOMAL DOMINANT"	
106070	"ANGIOMA, HEREDITARY NEUROCUTANEOUS"	
106100	"ANGIOEDEMA, HEREDITARY, TYPE I; HAE1"	"ANGIONEUROTIC EDEMA, HEREDITARY; HANE;; C1 ESTERASE INHIBITOR, DEFICIENCY OF"
106150	ANGIOTENSINOGEN; AGT	SERPINA8
106160	MOVED TO 106165	
106165	ANGIOTENSIN RECEPTOR 1; AGTR1	"ANGIOTENSIN II RECEPTOR, VASCULAR TYPE 1; AT2R1;; ANGIOTENSIN RECEPTOR 1A; AGTR1A;; AT1R"
106180	ANGIOTENSIN I-CONVERTING ENZYME; ACE	ACE1;; DIPEPTIDYL CARBOXYPEPTIDASE 1; DCP1;; KININASE II
106190	"ANHIDROSIS, ISOLATED, WITH NORMAL SWEAT GLANDS; ANHD"	DANN-EPSTEIN-SOHAR SYNDROME
106195	"SOLUTE CARRIER FAMILY 4 (ANION EXCHANGER), MEMBER 3; SLC4A3"	"SLC2C;; ANION EXCHANGER 3; AE3;; ANION EXCHANGER, NEURONAL"
106200	MOVED TO 106210	
106210	ANIRIDIA 1; AN1	"AN;; ANIRIDIA II, FORMERLY; AN2, FORMERLY"
106220	ANIRIDIA AND ABSENT PATELLA	
106230	"ANIRIDIA, MICROCORNEA, AND SPONTANEOUSLY REABSORBED CATARACT"	
106240	ANISOCORIA	
106250	ANKYLOBLEPHARON FILIFORME ADNATUM AND CLEFT PALATE; AFA	
106260	ANKYLOBLEPHARON-ECTODERMAL DEFECTS-CLEFT LIP/PALATE	AEC SYNDROME;; HAY-WELLS SYNDROME
106280	ANKYLOGLOSSIA	'TONGUE-TIE'
106300	"SPONDYLOARTHROPATHY, SUSCEPTIBILITY TO, 1; SPDA1"	"ANKYLOSING SPONDYLITIS, SUSCEPTIBILITY TO;; MARIE-STRUMPELL SPONDYLITIS;; BECHTEREW SYNDROME"
106400	ANKYLOSING VERTEBRAL HYPEROSTOSIS WITH TYLOSIS	
106410	ANKYRIN 2; ANK2	"ANKYRIN, NONERYTHROID;; ANKYRIN, BRAIN;; ANKYRIN, NEURONAL;; ANKYRIN-B"
106490	ANNEXIN A3; ANXA3	ANNEXIN III; ANX3;; LIPOCORTIN III
106491	ANNEXIN A4; ANXA4	"ANNEXIN IV; ANX4;; PLACENTAL ANTICOAGULANT PROTEIN II;; ZYMOGEN GRANULE MEMBRANE-ASSOCIATED PROTEIN, 36-KD; ZAP36"
106500	ANNULAR ERYTHEMA	
106600	"TOOTH AGENESIS, SELECTIVE, 1; STHAG1"	"HYPODONTIA/OLIGODONTIA 1; HYD1;; SECOND PREMOLARS AND THIRD MOLARS, ABSENCE OF;; TOOTH AGENESIS, FAMILIAL"
106700	TOTAL ANOMALOUS PULMONARY VENOUS RETURN 1; TAPVR1	ANOMALOUS PULMONARY VENOUS RETURN; APVR;; SCIMITAR SYNDROME;; SCIMITAR ANOMALY
106750	ANONYCHIA WITH FLEXURAL PIGMENTATION	
106900	ANONYCHIA-ECTRODACTYLY	
106990	ANONYCHIA-ONYCHODYSTROPHY WITH BRACHYDACTYLY TYPE B AND ECTRODACTYLY	
106995	ANONYCHIA-ONYCHODYSTROPHY WITH HYPOPLASIA OR ABSENCE OF DISTAL PHALANGES	COOKS SYNDROME
107000	"NAIL DISORDER, NONSYNDROMIC CONGENITAL, 6; NDNC6"	"ANONYCHIA/HYPONYCHIA AND ONYCHODYSTROPHY;; ANONYCHIA, PARTIAL"
107100	ANORECTAL ANOMALIES	
107200	"ANOSMIA, ISOLATED CONGENITAL; ANIC"	"ANOSMIA, CONGENITAL"
107240	MOVED TO 116930	
107250	ANTERIOR SEGMENT DYSGENESIS 1; ASGD1	ANTERIOR SEGMENT MESENCHYMAL DYSGENESIS; ASMD;; ANTERIOR SEGMENT OCULAR DYSGENESIS; ASOD
107253	REMOVED FROM DATABASE	
107254	ANTIGEN IDENTIFIED BY MONOCLONAL ANTIBODY 30.2A8; MIC12	LEUKOCYTE ANTIGEN MIC12
107257	ANTIGEN MSK3 IDENTIFIED BY MONOCLONAL ANTIBODY M68; MSK3	
107260	ANTIGEN MSK41 IDENTIFIED BY MONOCLONAL ANTIBODY E3; MSK41	
107265	CD19 ANTIGEN; CD19	B-LYMPHOCYTE ANTIGEN CD19
107266	CD22 ANTIGEN; CD22	B-CELL ANTIGEN CD22;; SIALIC ACID-BINDING IMMUNOGLOBULIN-LIKE LECTIN 2; SIGLEC2
107269	CD44 ANTIGEN; CD44	HERMES ANTIGEN;; Pgp1;; MDU3;; INLU-RELATED p80 GLYCOPROTEIN
107270	CD38 ANTIGEN; CD38	ADP-RIBOSYL CYCLASE/CYCLIC ADP-RIBOSE HYDROLASE;; ECTO-NICOTINAMIDE ADENINE DINUCLEOTIDE GLYCOHYDROLASE
107271	CD59 ANTIGEN; CD59	PROTECTIN;; HUMAN LEUKOCYTE ANTIGEN MIC11; MIC11;; SURFACE ANTIGEN RECOGNIZED BY MONOCLONAL ANTIBODY 16.3A5
107272	CD72 ANTIGEN; CD72	"LYB2, MOUSE, HOMOLOG OF; LYB2"
107273	CD69 ANTIGEN; CD69	EARLY T-CELL ACTIVATION ANTIGEN p60
107280	"SERPIN PEPTIDASE INHIBITOR, CLADE A, MEMBER 3; SERPINA3"	"ALPHA-1-ANTICHYMOTRYPSIN; AACT;; ANTICHYMOTRYPSIN, ALPHA-1; ACT"
107285	SECRETORY LEUKOCYTE PROTEASE INHIBITOR; SLPI	ANTILEUKOPROTEASE;; HUMAN SEMINAL PROTEINASE INHIBITOR; HUSI
107290	ANTIPYRINE METABOLISM	
107300	"SERPIN PEPTIDASE INHIBITOR, CLADE C (ANTITHROMBIN), MEMBER 1; SERPINC1"	ANTITHROMBIN III; AT3;; ANTITHROMBIN;; HEPARIN COFACTOR I
107310	"SOLUTE CARRIER FAMILY 9, MEMBER 1; SLC9A1"	"ANTIPORTER, SODIUM-HYDROGEN ION, AMILORIDE-SENSITIVE; APNH;; SODIUM/HYDROGEN EXCHANGER 1; NHE1;; Na+/H+ ANTIPORTER"
107320	"ANTIPHOSPHOLIPID SYNDROME, FAMILIAL"	"LUPUS ANTICOAGULANT, FAMILIAL"
107323	"ALDEHYDE DEHYDROGENASE 7 FAMILY, MEMBER A1; ALDH7A1"	ANTIQUITIN; ATQ1;; ALPHA AMINO-ADIPIC SEMIALDEHYDE DEHYDROGENASE;; ALPHA-AASA DEHYDROGENASE;; AASA DEHYDROGENASE
107325	CD3-EPSILON-ASSOCIATED PROTEIN; CD3EAP	"CD3 ANTIGEN, EPSILON-ASSOCIATED PROTEIN;; ANTISENSE ERCC1; ASE1;; POLYMERASE I-ASSOCIATED FACTOR, 49-KD, MOUSE, HOMOLOG OF; PAF49"
107400	"SERPIN PEPTIDASE INHIBITOR, CLADE A, MEMBER 1; SERPINA1"	ALPHA-1-ANTITRYPSIN; AAT;; PROTEASE INHIBITOR 1; PI;; PI1;; ANTI-ELASTASE;; ANTITRYPSIN
107410	"SERPIN PEPTIDASE INHIBITOR, CLADE A, MEMBER 2, PSEUDOGENE; SERPINA2P"	PROTEASE INHIBITOR 1-LIKE; PIL;; ANTITRYPSIN-RELATED PROTEIN; ATR;; ALPHA-1-ANTITRYPSIN-RELATED GENE SEQUENCE; ARGS;; SERPINA2
107440	"ANTIVIRAL STATE REPRESSOR, REGULATOR OF; AVRR"	
107450	"INTERFERON-ALPHA, -BETA, AND -OMEGA RECEPTOR 1; IFNAR1"	"IFNAR;; ANTIVIRAL PROTEIN, ALPHA-TYPE; AVP;; ANTIVIRAL PROTEIN, BETA-TYPE;; INTERFERON-ALPHA RECEPTOR;; IFRC INTERFERON-BETA RECEPTOR; IFNBR"
107460	MOVED TO 107450	
107470	INTERFERON-GAMMA RECEPTOR 1; IFNGR1	"AVP, TYPE II;; ANTIVIRAL PROTEIN, TYPE II;; IMMUNE INTERFERON RECEPTOR 1;; CD119 ANTIGEN; CD119"
107480	TOWNES-BROCKS SYNDROME 1; TBS1	"RENAL-EAR-ANAL-RADIAL SYNDROME;; REAR SYNDROME;; ANUS, IMPERFORATE, WITH HAND, FOOT, AND EAR ANOMALIES;; DEAFNESS, SENSORINEURAL, WITH IMPERFORATE ANUS AND THUMB ANOMALIES"
107500	AORTIC ARCH ANOMALY WITH PECULIAR FACIES AND MENTAL RETARDATION	
107550	"AORTIC ARCH INTERRUPTION, FACIAL PALSY, AND RETINAL COLOBOMA"	
107580	TRANSCRIPTION FACTOR AP2-ALPHA; TFAP2A	AP2;; ACTIVATING ENHANCER-BINDING PROTEIN 2-ALPHA;; AP2 TRANSCRIPTION FACTOR; AP2TF;; TFAP2
107600	"APLASIA CUTIS CONGENITA, NONSYNDROMIC; ACC"	"CONGENITAL DEFECT OF SKULL AND SCALP;; SCALP DEFECT, CONGENITAL"
107601	MOVED TO 100300	
107640	"APNEA, CENTRAL SLEEP"	
107650	"APNEA, OBSTRUCTIVE SLEEP"	OSA;; OBSTRUCTIVE SLEEP APNEA SYNDROME; OSAS;; SLEEP APNEA/HYPOPNEA SYNDROME; SAHS; OSAHS
107670	APOLIPOPROTEIN A-II; APOA2	
107680	APOLIPOPROTEIN A-I; APOA1	APOLIPOPROTEIN OF HIGH DENSITY LIPOPROTEIN
107690	APOLIPOPROTEIN A-IV; APOA4	
107700	"APPENDICITIS, PRONENESS TO"	
107710	APOLIPOPROTEIN C-I; APOC1	
107720	APOLIPOPROTEIN C-III; APOC3	
107730	APOLIPOPROTEIN B; APOB	
107740	APOLIPOPROTEIN D; APOD	
107741	APOLIPOPROTEIN E; APOE	
107748	APEX NUCLEASE 1; APEX1	APURINIC ENDONUCLEASE; APE; APE1;; HUMAN APURINIC ENDONUCLEASE 1; HAP1;; APURINIC/APYRIMIDINIC EXONUCLEASE;; REDOX FACTOR 1; REF1
107750	ARBITRARY RESTRICTION POLYMORPHISM 1	ANONYMOUS RESTRICTION POLYMORPHISM 1; ARP1;; RESTRICTION FRAGMENT LENGTH POLYMORPHISM 14A;; RFLP-14A;; ARP-14A; D14S1
107760	APOLIPOPROTEIN F; APOF	LIPID TRANSFER INHIBITOR PROTEIN; LTIP
107770	LOW DENSITY LIPOPROTEIN RECEPTOR-RELATED PROTEIN 1; LRP1	"LIPOPROTEIN RECEPTOR-RELATED PROTEIN; LRP;; ALPHA-2-MACROGLOBULIN RECEPTOR; A2MR;; APOLIPOPROTEIN RECEPTOR; APR;; APOLIPOPROTEIN E RECEPTOR; APOER;; CD91;; CED1, C. ELEGANS, HOMOLOG OF"
107773	"NUCLEAR RECEPTOR SUBFAMILY 2, GROUP F, MEMBER 2; NR2F2"	TRANSCRIPTION FACTOR COUP 2; TFCOUP2;; CHICKEN OVALBUMIN UPSTREAM PROMOTER TRANSCRIPTION FACTOR 2; COUPTFII;; APOLIPOPROTEIN REGULATORY PROTEIN I; ARP1
107776	AQUAPORIN 1; AQP1	"AQUAPORIN-CHIP;; AQP-CHIP;; CHANNEL-LIKE INTEGRAL MEMBRANE PROTEIN, 28-KD; CHIP28"
107777	AQUAPORIN 2; AQP2	AQUAPORIN-CD
107800	ARCUS CORNEAE	CORNEAL ARCUS;; ARCUS SENILIS
107820	ARGINYL-tRNA SYNTHETASE; RARS	"ARGINYL-tRNA SYNTHETASE 1; RARS1;; ARGINYL-tRNA SYNTHETASE, CYTOPLASMIC"
107830	ARGINASE 2; ARG2	
107840	MOVED TO 215700	
107850	ARM FOLDING PREFERENCE	
107900	"ARMS, MALFORMATION OF"	
107910	"CYTOCHROME P450, FAMILY 19, SUBFAMILY A, POLYPEPTIDE 1; CYP19A1"	"CYTOCHROME P450, SUBFAMILY XIX; CYP19;; AROMATASE; ARO"
107920	AROMATIC ALPHA-KETO ACID REDUCTASE	ALPHA-KETO ACID REDUCTASE; KAR
107930	DOPA DECARBOXYLASE; DDC	AROMATIC L-AMINO ACID DECARBOXYLASE; AADC
107940	"ARRESTIN, BETA, 1; ARRB1"	BETA-ARRESTIN 1; ARB1
107941	"ARRESTIN, BETA, 2; ARRB2"	BETA-ARRESTIN 2; ARB2;; BARR2
107950	MOVED TO 138800	
107970	"ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA, FAMILIAL, 1; ARVD1"	ARRHYTHMOGENIC RIGHT VENTRICULAR CARDIOMYOPATHY 1; ARVC1
108000	"ARTERIES, ANOMALIES OF"	
108010	ARTERIOVENOUS MALFORMATIONS OF THE BRAIN	BAVM;; CEREBRAL ARTERIOVENOUS MALFORMATIONS
108050	"ARTERITIS, FAMILIAL GRANULOMATOUS, WITH JUVENILE POLYARTHRITIS"	
108100	"ARTHRITIS, SACROILIAC"	
108110	MOVED TO 108120	
108120	"ARTHROGRYPOSIS, DISTAL, TYPE 1A; DA1A"	"ARTHROGRYPOSIS, DISTAL, TYPE 1; DA1;; ARTHROGRYPOSIS MULTIPLEX CONGENITA, DISTAL, TYPE I; AMCD1"
108130	MOVED TO 601680	
108140	MOVED TO 601680	
108145	"ARTHROGRYPOSIS, DISTAL, TYPE 5; DA5"	"ARTHROGRYPOSIS WITH OCULOMOTOR LIMITATION AND ELECTRORETINAL ABNORMALITIES;; OCULOMELIC AMYOPLASIA;; ARTHROGRYPOSIS, DISTAL, TYPE IIB; DAIIB"
108200	"ARTHROGRYPOSIS, DISTAL, TYPE 6; DA6"	ARTHROGRYPOSIS AND SENSORINEURAL DEAFNESS
108300	"STICKLER SYNDROME, TYPE I; STL1"	"STICKLER SYNDROME, VITREOUS TYPE 1;; STICKLER SYNDROME, MEMBRANOUS VITREOUS TYPE;; ARTHROOPHTHALMOPATHY, HEREDITARY PROGRESSIVE; AOM"
108320	"ARTICHOKE, MODIFICATION OF TASTE BY"	
108330	"CYTOCHROME P450, SUBFAMILY I, POLYPEPTIDE 1; CYP1A1"	"CYTOCHROME P450, AROMATIC COMPOUND-INDUCIBLE;; ARYL HYDROCARBON HYDROXYLASE; AHH;; FLAVOPROTEIN-LINKED MONOOXYGENASE;; CYTOCHROME P1-450, DIOXIN-INDUCIBLE;; CYTOCHROME P1-450, INDUCIBLE BY 2,3,7,8-TETRACHLORODIBENZO-P-DIOXIN;; TCDD-INDUCIBLE CYTOCHROME P1-450; P450DX;; POLYCYCLIC AROMATIC COMPOUND-INDUCIBLE P450"
108340	ARYL HYDROCARBON HYDROXYLASE INDUCIBILITY	AHH INDUCIBILITY; AHHI
108345	N-ACETYLTRANSFERASE 1; NAT1	ARYLAMIDE ACETYLASE 1; AAC1;; ARYLAMINE N-ACETYLTRANSFERASE 1;; ACETYL-CoA:ARYLAMINE N-ACETYLTRANSFERASE
108355	GROWTH FACTOR RECEPTOR-BOUND PROTEIN 2; GRB2	ASH PROTEIN;; ABUNDANT SRC HOMOLOGY
108360	ASIALOGLYCOPROTEIN RECEPTOR 1; ASGR1	"C-TYPE LECTIN DOMAIN FAMILY 4, MEMBER H1; CLEC4H1"
108361	ASIALOGLYCOPROTEIN RECEPTOR 2; ASGR2	"C-TYPE LECTIN DOMAIN FAMILY 4, MEMBER H2; CLEC4H2"
108370	ASPARAGINE SYNTHETASE; ASNS	HUMAN COMPLEMENT FOR HAMSTER TEMPERATURE-SENSITIVE MUTANT ts11
108390	"ASPARAGUS, SPECIFIC SMELL HYPERSENSITIVITY"	
108400	REMOVED FROM DATABASE	
108410	ASPARAGINYL-tRNA SYNTHETASE; NARS	ASNRS
108420	SPERMATOGENIC FAILURE 2; SPGF2	ASPERMIOGENESIS FACTOR; ASG
108450	ASYMMETRIC SHORT STATURE SYNDROME	
108500	"EPISODIC ATAXIA, TYPE 2; EA2"	"ATAXIA, EPISODIC, WITH NYSTAGMUS;; EPISODIC ATAXIA, NYSTAGMUS-ASSOCIATED;; CEREBELLOPATHY, HEREDITARY PAROXYSMAL;; ATAXIA, FAMILIAL PAROXYSMAL;; ACETAZOLAMIDE-RESPONSIVE HEREDITARY PAROXYSMAL CEREBELLAR ATAXIA; APCA;; CEREBELLAR ATAXIA, PAROXYSMAL, ACETAZOLAMIDE-RESPONSIVE; CAPA"
108600	"SPASTIC ATAXIA 1, AUTOSOMAL DOMINANT; SPAX1"	
108650	"SPASTIC ATAXIA 7, AUTOSOMAL DOMINANT; SPAX7"	"SPASTIC ATAXIA WITH CONGENITAL MIOSIS;; MIOSIS, CONGENITAL, WITH SPASTIC ATAXIA"
108700	ATAXIA WITH FASCICULATIONS	
108720	"ATELOSTEOGENESIS, TYPE I; AO1"	AOI;; GIANT CELL CHONDRODYSPLASIA;; SPONDYLOHUMEROFEMORAL HYPOPLASIA
108721	"ATELOSTEOGENESIS, TYPE III; AO3"	AOIII
108725	ATHEROSCLEROSIS SUSCEPTIBILITY; ATHS	ATHEROGENIC LIPOPROTEIN PHENOTYPE; ALP
108728	ATP CITRATE LYASE; ACLY	CLATP;; ATPCL;; ACL
108729	"ATP SYNTHASE, H+ TRANSPORTING, MITOCHONDRIAL F1 COMPLEX, GAMMA SUBUNIT 1; ATP5C1"	"ATP5C;; MITOCHONDRIAL ATP SYNTHASE, GAMMA SUBUNIT 1"
108730	"ATPase, Ca(2+)-TRANSPORTING, FAST-TWITCH 1; ATP2A1"	SARCOPLASMIC RETICULUM Ca(2+)-ATPase 1; SERCA1
108731	"ATPase, Ca(2+)-TRANSPORTING, PLASMA MEMBRANE, 1; ATP2B1"	"PLASMA MEMBRANE Ca(2+)-ATPase, TYPE 1; PMCA1"
108732	"ATPase, Ca(2+)-TRANSPORTING, PLASMA MEMBRANE, 4; ATP2B4"	"PLASMA MEMBRANE Ca(2+)-ATPase, TYPE 4; PMCA4;; ATP2B2, FORMERLY"
108733	"ATPase, Ca(2+)-TRANSPORTING, PLASMA MEMBRANE, 2; ATP2B2"	"PLASMA MEMBRANE Ca(2+)-ATPase, TYPE 2; PMCA2"
108740	"ATPase, Ca(2+)-TRANSPORTING, SLOW-TWITCH; ATP2A2"	ATP2B;; SARCOPLASMIC RETICULUM Ca(2+)-ATPase 2; SERCA2
108745	"ATPase, H+ TRANSPORTING, LYSOSOMAL, 16-KD, V0 SUBUNIT C; ATP6V0C"	"ATPase, H+ TRANSPORTING, LYSOSOMAL; ATP6L;; VACUOLAR PROTON PUMP, SUBUNIT C; VPPC"
108746	"ATPase, H+ TRANSPORTING, LYSOSOMAL, 31-KD, V1 SUBUNIT E, ISOFORM 1; ATP6V1E1"	"ATP6V1E;; ATPase, H+ TRANSPORTING, LYSOSOMAL, SUBUNIT E; ATP6E;; VACUOLAR PROTON PUMP, 31-KD SUBUNIT;; ATP6E2; E2"
108760	ATRESIA OF EXTERNAL AUDITORY CANAL AND CONDUCTIVE DEAFNESS	
108770	ATRIAL STANDSTILL 1; ATRST1	"ATRIAL CARDIOMYOPATHY WITH HEART BLOCK;; CARDIOMYOPATHY, FAMILIAL, WITH CONDUCTION DISTURBANCE"
108780	NATRIURETIC PEPTIDE PRECURSOR A; NPPA	ATRIAL NATRIURETIC POLYPEPTIDES; ANP;; CARDIONATRIN;; ATRIONATRIURETIC FACTOR;; ATRIAL NATRIURETIC FACTOR; ANF;; PRONATRIODILATIN; PND;; ATRIOPEPTIN
108800	ATRIAL SEPTAL DEFECT 1; ASD1	ASD
108900	ATRIAL SEPTAL DEFECT 7 WITH OR WITHOUT ATRIOVENTRICULAR CONDUCTION DEFECTS; ASD7	ASD WITH OR WITHOUT ATRIOVENTRICULAR CONDUCTION DEFECTS
108950	ATRIAL TACHYARRHYTHMIA WITH SHORT PR INTERVAL	
108960	NATRIURETIC PEPTIDE RECEPTOR A/GUANYLATE CYCLASE A; NPR1	"ATRIAL NATRIURETIC PEPTIDE RECEPTOR, TYPE A; ANPRA; NPRA;; ATRIONATRIURETIC PEPTIDE RECEPTOR, TYPE A;; GUANYLYL CYCLASE 2A; GUC2A"
108961	NATRIURETIC PEPTIDE RECEPTOR 2; NPR2	"GUANYLATE CYCLASE B; GCB;; GUC2B; GUCY2B;; ATRIAL NATRIURETIC PEPTIDE RECEPTOR, TYPE B; ANPRB;; ATRIONATRIURETIC PEPTIDE RECEPTOR, TYPE B; NPRB;; ANPB RECEPTOR"
108962	NATRIURETIC PEPTIDE RECEPTOR C; NPR3	"ATRIAL NATRIURETIC PEPTIDE CLEARANCE RECEPTOR; ANPRC;; ATRIONATRIURETIC PEPTIDE RECEPTOR, TYPE C"
108970	MOVED TO 120520	
108980	"PR INTERVAL, VARIATION IN"	"ATRIOVENTRICULAR CONDUCTION TIME, VARIATION IN"
108985	SVEINSSON CHORIORETINAL ATROPHY; SCRA	"ATROPHIA AREATA; AA;; PERIPAPILLARY CHORIORETINAL DEGENERATION, ICELANDIC TYPE;; HELICOIDAL PERIPAPILLARY CHORIORETINAL DEGENERATION; HPCD"
108990	ATTACHED CELL ANTIGEN 28.3.7; MIC7	
109000	AURICULOOSTEODYSPLASIA	
109050	AUROCEPHALOSYNDACTYLY	AURALCEPHALOSYNDACTYLY
109090	SJOGREN SYNDROME ANTIGEN B; SSB	"AUTOANTIGEN La;; La RIBONUCLEOPROTEIN DOMAIN FAMILY, MEMBER 3; LARP3"
109091	CALRETICULIN; CALR	CRT;; AUTOANTIGEN Ro; RO;; COMPLEMENT COMPONENT C1q RECEPTOR; CC1QR
109092	TRIPARTITE MOTIF-CONTAINING PROTEIN 21; TRIM21	"SJOGREN SYNDROME ANTIGEN A1; SSA1;; SICCA SYNDROME ANTIGEN A; SSA;; AUTOANTIGEN Ro/SSA, 52-KD; RO52"
109100	AUTOIMMUNE DISEASE	
109110	AUTONOMOUSLY REPLICATING SEQUENCE 1	ARS1
109120	"AXENFELD-RIEGER ANOMALY WITH PARTIALLY ABSENT EYE MUSCLES, DISTINCTIVE FACE, HYDROCEPHALY, AND SKELETAL ABNORMALITIES"	"DE HAUWERE SYNDROME;; IRIS DYSPLASIA WITH OCULAR HYPERTELORISM, PSYCHOMOTOR RETARDATION, AND SENSORINEURAL DEAFNESS"
109130	AXIAL OSTEOMALACIA	
109135	AXL RECEPTOR TYROSINE KINASE; AXL	ONCOGENE AXL;; AXL TRANSFORMING GENE
109150	MACHADO-JOSEPH DISEASE; MJD	SPINOCEREBELLAR ATAXIA 3; SCA3;; SPINOCEREBELLAR ATROPHY III;; AZOREAN NEUROLOGIC DISEASE;; SPINOPONTINE ATROPHY;; NIGROSPINODENTATAL DEGENERATION
109160	"AZOTEMIA, FAMILIAL"	
109170	LEUKOCYTE-SPECIFIC TRANSCRIPT 1; LST1	B144 PROTEIN;; D6S49E
109180	BABOON M7 VIRUS INTEGRATION SITE; BEVI	
109190	"SOLUTE CARRIER FAMILY 1 (NEUTRAL AMINO ACID TRANSPORTER), MEMBER 5; SLC1A5"	NEUTRAL AMINO ACID TRANSPORTER-LIKE PROTEIN;; BABOON M7 VIRUS RECEPTOR; M7V1; M7VS1;; RD114 VIRUS RECEPTOR; RDRC;; RD114 SENSITIVITY
109195	BACTERICIDAL PERMEABILITY-INCREASING PROTEIN; BPI	
109200	"ALOPECIA, ANDROGENETIC, 1; AGA1"	ANDROGENETIC ALOPECIA; AGA
109270	"SOLUTE CARRIER FAMILY 4 (ANION EXCHANGER), MEMBER 1; SLC4A1"	BAND 3 OF RED CELL MEMBRANE; BND3;; ERYTHROCYTE MEMBRANE PROTEIN BAND 3; EMPB3;; ERYTHROID PROTEIN BAND 3; EPB3;; ANION EXCHANGE PROTEIN 1; AE1
109280	"SOLUTE CARRIER FAMILY 4 (ANION EXCHANGER), MEMBER 2; SLC4A2"	"ANION EXCHANGER, NONERYTHROID; AE2;; ERYTHROCYTE MEMBRANE PROTEIN BAND 3-LIKE 1; EPB3L1;; BAND 3-LIKE PROTEIN; BND3L;; NONERYTHROID BAND 3; NBND3;; HKB3"
109300	BANKI SYNDROME	
109350	GASTROESOPHAGEAL REFLUX; GER	"GASTROESOPHAGEAL REFLUX DISEASE; GERD;; GASTROESOPHAGEAL REFLUX, PEDIATRIC"
109390	MOVED TO 301845	
109400	BASAL CELL NEVUS SYNDROME; BCNS	"GORLIN SYNDROME;; GORLIN-GOLTZ SYNDROME;; NEVOID BASAL CELL CARCINOMA SYNDROME; NBCCS;; MULTIPLE BASAL CELL NEVI, ODONTOGENIC KERATOCYSTS, AND SKELETAL ANOMALIES"
109480	BASIGIN; BSG	TCSF;; EXTRACELLULAR MATRIX METALLOPROTEINASE INDUCER; EMMPRIN;; M6 LEUKOCYTE ACTIVATION ANTIGEN; M6;; CD147 ANTIGEN; CD147
109500	"BASILAR IMPRESSION, PRIMARY"	
109530	CD48 ANTIGEN; CD48	"B-CELL ACTIVATION MARKER; BCM1; BLAST1;; SLAM FAMILY, MEMBER 2; SLAMF2"
109535	CD40 ANTIGEN; CD40	"B CELL-ASSOCIATED MOLECULE CD40;; TUMOR NECROSIS FACTOR RECEPTOR SUPERFAMILY, MEMBER 5; TNFRSF5"
